request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"a2137ce8-db06-463b-9dc0-01dfe676c94d",GET,/,"debug=true&locale=en",,302,,,,156504797964000,156504914878100,156504924700000
"d572fdc0-0c2b-4579-b0b6-d08a8e4e1d14",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=698,,156504962955100,156504984502100,156511743740600
"413a60b5-d4f2-4e44-b782-2ec11ad26046",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,156511954918700,156511969600000,156511971714400
"aa4d5333-718f-4f87-8799-9482edb35401",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,156511987888300,156511992825600,156511994905100
"397972a1-6f84-44c4-9e9a-ce5b09c36b29",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,156512008321400,156512012313700,156512014594200
"134f7c07-6d09-44f2-9637-e95413a3bf3b",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,156512025855600,156512029952500,156512031448700
"7432bb3e-69a3-48f5-bf9f-8164d59c642a",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,156512042479900,156512047648100,156512049987700
"31f6613f-8adb-49e1-b889-ee4392bd8527",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,156512060500400,156512063347500,156512064732100
"1f54e212-c785-41a0-acb9-73cba0f5c080",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,156512075353900,156512078832800,156512080915500
"a41bb8f6-e480-4780-8587-799db532fc97",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,156512089690200,156512093008000,156512094964100
"abf38720-a3e0-49a7-8c8e-a7875490cdd0",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,156512105031300,156512109047500,156512110509100
"31f97f98-6e1e-47b9-b4ba-6c3f950a62ac",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,156512122202300,156512126398600,156512128220000
"3f8867ea-cd9e-495b-87ce-9117ed51e2da",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,156512141093700,156512144609700,156512146143300
"74168fd6-69ea-4ee7-bda1-a54f226c66c3",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,156512161374600,156512165236100,156512167304100
"c73d8146-b958-4638-87f6-a96d998ad50b",GET,/images/banner.png,,,200,image/png,,,156512178394000,156512183408400,156512185066500
"4a529d87-64fb-4df4-a97e-651bf8a7f236",GET,/images/logo.png,,,200,image/png,,,156512220206000,156512224668700,156512226359000
"8d100e1d-a97b-4ff5-abc1-7db0166314d5",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,156512239186500,156512242789300,156512244091600
"eac74452-566d-441f-b404-669eaf46746c",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,156512261585800,156512264651200,156512265936900
"e18afdc3-2b71-452b-83bf-05955860ab63",GET,/images/favicon.ico,,,200,image/x-icon,,,156512283365900,156512302090600,156512303663500
