request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"cdef6beb-a93a-4d09-9c38-22c69298b5ef",GET,/,"debug=true&locale=en",,302,,,,66840503563800,66840607826700,66840616144800
"8868986c-e291-4cba-b051-eff09a816b39",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=698,,66840649430000,66840669047200,66847287406400
"7def9056-8cb0-45c1-ac1b-3363cb6a2859",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,66847500550000,66847514809800,66847517032599
"f454b2c8-dbb6-4b93-bfcc-aa23413c69d1",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,66847535033900,66847540569499,66847543118100
"2c0c04c2-7aec-41fa-91ef-ca8d05ab3aba",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,66847557989800,66847564214000,66847566913100
"00e1c50a-6e73-4b42-baed-6dd2480fc958",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,66847580040999,66847585066500,66847587313900
"48e76dd8-979d-4613-ba65-751dc7169c93",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,66847604311000,66847610320800,66847612262500
"735cd918-fe96-46ba-9728-7afe1f0420da",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,66847624845000,66847628752100,66847630098600
"c1823091-1fc2-46bd-b606-a9b79131ac3c",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,66847639235900,66847642874700,66847649111600
"f6809ad7-6740-4793-b931-caf2e4dbef05",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,66847657516199,66847662041899,66847663826000
"a4330451-9714-42b4-8792-57a802853ce6",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,66847674162700,66847678038600,66847679348599
"4db0b1e4-12fe-4a45-9ab8-e3aad516ce3c",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,66847687903100,66847692290700,66847693873400
"9aa9e6ae-5b4a-4bc1-87e4-ac0d71a3b9ef",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,66847701636100,66847704626499,66847705759200
"b4297a74-9d89-45b2-93cd-fcbad5da2dfb",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,66847714499900,66847719798200,66847721537900
"053f52dc-cf45-432e-b56f-74fa2bca4971",GET,/images/banner.png,,,200,image/png,,,66847731227900,66847736204700,66847737731400
"75fc665b-d568-463d-a65f-a372ebd68bd8",GET,/images/logo.png,,,200,image/png,,,66847773084200,66847778495700,66847779777599
"505058e4-6fc6-4c73-b600-ac5f9589fc37",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,66847791898300,66847797529500,66847798836500
"10a5ed5c-606d-46e6-b09f-ac814896fe14",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,66847820805700,66847824983500,66847826949900
"7af2d47f-8845-46c7-909a-f6f2601e2ec2",GET,/images/favicon.ico,,,200,image/x-icon,,,66847848105600,66847867623500,66847869037800
"2fa19fd0-4d37-4e08-b740-3e79b94471f5",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"password=&remember=false&service=685&username=",,66847880243299,66847892778400,66850242361300
"f19a4c0d-dd08-45a0-8ab6-52deb8d2d59f",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,66850280955600,66850283845700,66850284833700
"b0908487-b23c-41d1-a96e-05f5bbe63c7f",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,66850293244600,66850296653800,66850297721200
"c75267a1-509b-4ed1-9234-b3684c5ae28c",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,66850305874100,66850309123200,66850310830699
"3de9ff9f-3ef4-44ab-b1e5-d960d0e873d4",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,66850318123599,66850321776700,66850323130200
"10f1dea5-4c8b-48ce-92e2-52333b49f4bf",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,66850331119700,66850333767200,66850334840900
"f67f8836-e34e-4644-8abd-83189893f102",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,66850344481600,66850347248200,66850348363500
"4b362aa5-3704-499a-9933-5171e8521585",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,66850355777699,66850358694900,66850360031400
"ccefbb76-c967-4f09-befe-a0f4aadf85f0",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,66850367897100,66850371393099,66850372652000
"a2c3c9bd-84ca-4caf-b4db-8d0f2790a9f1",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,66850380841299,66850383711000,66850384939300
"a8e7bde3-fc35-4510-825d-439208322dd9",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,66850393125999,66850395647400,66850396694300
"61df3080-29ed-4acb-a025-ad618143826c",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,66850404092400,66850406954100,66850408042900
"e6e6d900-355a-4766-ab52-d15fbce2ad65",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,66850416809200,66850419713800,66850421096800
"27d91e8e-64cf-4b9c-b59e-755c75358ef2",GET,/images/banner.png,,,200,image/png,,,66850431012000,66850433873799,66850434832600
"132af5f5-d149-49ae-9d2a-f94ed55ad00e",GET,/images/logo.png,,,200,image/png,,,66850444420500,66850447250400,66850448296899
"ada46547-b9aa-4dcf-b9c4-d361dfb396ae",POST,"/anonymous/system/sign-in",,"id=&password=administrator&remember=false&username=administrator&version=",302,,,,66850461101099,66850479565899,66850481192600
"2d5ecb45-f205-498d-9bd2-59a50bfaa84a",GET,/,,,302,,,,66850488830699,66850493214500,66850495498300
"699ca2fc-dd27-4d1d-a849-406baed85e72",GET,/any/system/welcome,,,200,text/html;charset=utf-8,service=672,,66850501243900,66850504996400,66850806937999
"828a7bfd-dc80-4fdd-b91a-3507a776343c",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,66850829954500,66850832841700,66850833945900
"9be29207-5860-4212-b945-80d1e4ff59e2",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,66850839969400,66850843340399,66850844414800
"e60636fb-9e05-4e40-b7f0-a7ec5c809add",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,66850851192700,66850853944600,66850855244900
"8987fd01-0f57-4c57-85ab-b50fc6c6506a",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,66850862694400,66850865564000,66850866517999
"55ac10bd-6440-464a-a04d-d8efa01d280f",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,66850873991000,66850877045100,66850878287400
